UEN	EMI	CompanyName	size_group	industry_code (M)	industry_desc (I)	SSIC2020
202322210K	6216179	BA TOR YAO PTE. LTD.	unknown	I56	Food and Beverage Services	56140
202322251M	6216201	LIFESTORIES PTE. LTD.	unknown	I56	Food and Beverage Services	56122
202322266Z	6216209	FU YING SHENG PTE. LTD.	(1) 10-24	I56	Food and Beverage Services	56111
202322349C	6216398	MINT WELLNESS PTE. LTD.	unknown	J62-63	IT & Other Information Services	63209
202322362K	6216407	SEMBCORP GREEN HYDROGEN PTE. LTD.	unknown	K64 & 66 (excl. 662)	Financial Services	64202
202322443K	6216739	SECTA5 PTE. LTD.	unknown	J62-63	IT & Other Information Services	62013
202322478D	6216757	VOLTZ SOLUTION PTE. LTD.	unknown	F41-43	Construction	43210
202322498H	6232596	ACE VENTURA HOLDINGS PTE. LTD.	unknown	I56	Food and Beverage Services	56111
202322724Z	6217323	MD ENGINEERING PTE. LTD.	unknown	F41-43	Construction	41001
202322743N	6217334	MASADA MARINE & OFFSHORE PTE. LTD.	unknown	G46	Wholesale Trade	46551
202322861M	6217684	SPA BONITO PTE. LTD.	(2) 25-99	S,T,U	Other Community, Social & Personal Services	96024
202322882H	6217699	OUR YISHUN FAMILY CLINIC PTE. LTD.	unknown	Q86-88	Health and Social Services	86201
202323024N	6218063	LIU XIAO GUO GOURMET PTE. LTD.	(2) 25-99	I56	Food and Beverage Services	56111
202323244H	6218619	Y2 CARPENTER PTE. LTD.	unknown	F41-43	Construction	43303
202323287M	6215855	HUANG PALACE PTE. LTD.	unknown	I56	Food and Beverage Services	56140
202323312D	6215874	MBER LIGHTING & CEILING FAN PTE. LTD.	unknown	G47	Retail Trade	47539
202323371H	6216060	STUDIO BARO PTE. LTD.	unknown	M72-75	Other Professional Services	74191
202323594R	6216622	VALUE FLAME PTE. LTD.	unknown	K64 & 66 (excl. 662)	Financial Services	66306
202323692H	6216825	AZUREE PTE. LTD.	(0) E1	I56	Food and Beverage Services	56111
202323729K	6216988	HAWKER EMPIRE PTE. LTD.	(1) 10-24	I56	Food and Beverage Services	56140
202323777M	6192268	MJHC ENTERPRISES PTE. LTD.	unknown	G47	Retail Trade	47102
202323818C	6232868	ARCHER NOBEL PTE. LTD.	unknown	N78	Employment Activities	78104
202323833M	6217182	SOON HOCK SUPERMARKET PTE. LTD.	(1) 10-24	G47	Retail Trade	47101
202323877G	6217354	CAR KEYS & ECU SPECIALIST PTE. LTD.	unknown	C25,28	Fabricated Metal Products & Machinery	25939
202323906C	6217377	MODERN MUSE PTE. LTD.	unknown	K64 & 66 (excl. 662)	Financial Services	66123
202323962N	6217553	KUEH N ROLLS PTE. LTD.	unknown	I56	Food and Beverage Services	56122
202324027D	6217730	MCAC @ BALESTIER PTE. LTD.	unknown	M69-70	Legal, Accounting & Management Services	70202
202324070K	6232892	ASTRONET TECHNOLOGY PTE. LTD.	unknown	J62-63	IT & Other Information Services	62011
202324255H	6218277	SLDTE PTE. LTD.	(1) 10-24	I56	Food and Beverage Services	31001
202324505H	6215736	GOCLINIC (MARSILING) PTE. LTD.	unknown	Q86-88	Health and Social Services	86201
202324544H	6215900	CLICKHOUSE PTE. LTD.	unknown	J62-63	IT & Other Information Services	63119
202324565E	6215912	PINKSTONE PTE. LTD.	unknown	J62-63	IT & Other Information Services	62011
202324583H	6215924	DBGLABS PTE. LTD.	unknown	J62-63	IT & Other Information Services	62011
202324605D	6215937	ARCHIPELAGO TECHNOLOGIES PTE. LTD.	unknown	J62-63	IT & Other Information Services	62011
202324661R	6216116	TOLARAM PTE. LTD.	(2) 25-99	M69-70	Legal, Accounting & Management Services	70101
202324740N	6216310	608 AMK PTE. LTD.	(1) 10-24	I56	Food and Beverage Services	56122
202324758N	6216461	FULLY LIGHT (S) TRADING PTE. LTD.	unknown	G46	Wholesale Trade	46900
202324840H	6216655	CREAMERY PTE. LTD.	unknown	I56	Food and Beverage Services	56112
202325073Z	6217229	VINTAGE VS PTE. LTD.	(1) 10-24	S,T,U	Other Community, Social & Personal Services	96021
202325197D	6217595	L & Y SPRAY PAINTING PTE. LTD.	unknown	S,T,U	Other Community, Social & Personal Services	95301
202325202H	6217600	CHRISHELL HOLDINGS PTE. LTD.	unknown	G46	Wholesale Trade	46307
202325232G	6217621	VIVITA SG LIMITED	unknown	Q86-88	Health and Social Services	88992
202325277M	6217792	PENTAS VISION PTE. LTD.	(1) 10-24	G47	Retail Trade	47412
202325316Z	6217958	KIERON LIM GASTROENTEROLOGY PTE. LTD.	unknown	Q86-88	Health and Social Services	86203
202325350E	6217977	ROYAL SURGICAL PARTNERS PTE. LTD.	unknown	K64 & 66 (excl. 662)	Financial Services	66303
202325391G	6218139	ASSURE FAMILY CLINIC BUKIT MERAH PTE. LTD.	unknown	Q86-88	Health and Social Services	86201
202325453M	6218321	PROSPEROUS ERA PRIVATE LIMITED	unknown	C10-12	Food, Beverages & Tobacco	10799
202325627G	6233002	MISSION BRIDGE PTE. LTD.	unknown	M69-70	Legal, Accounting & Management Services	70201
202325737N	6213245	SLIME IT PTE. LTD.	(1) 10-24	G47	Retail Trade	47640
202325809M	6213436	INKFINITY PTE. LTD.	unknown	Cothers	Other Manufacturing Industries	32901
202325826E	6213444	LITTLE INDIA GIFT SHOP PTE. LTD.	unknown	G47	Retail Trade	47732
202325994G	6213830	MAI PIN CATERING MANAGEMENT PTE. LTD.	(1) 10-24	I56	Food and Beverage Services	56122
202326004W	6213839	STEMGENIC PTE. LTD.	unknown	N78	Employment Activities	78104
202326094M	6214182	CEX CAPITAL PTE. LTD.	unknown	J58-61	Telecommunications, Broadcasting & Publishing	59112
202326105D	6233036	VIETNAM BEAUTY CLUB PTE. LTD.	unknown	O84,P85	Public Administration and Education	85405
202326125H	6214197	NEW SYED CAFE PTE. LTD.	(2) 25-99	G46	Wholesale Trade	46900
202326241E	6214550	MAGICION SKIN ELEGANCE HUB PTE. LTD.	unknown	Q86-88	Health and Social Services	86202
202326538M	6215138	SRZ INTERNATIONAL PTE. LTD.	(1) 10-24	I56	Food and Beverage Services	56111
202326580H	6215304	BINGZ WESTGATE PTE. LTD.	(1) 10-24	I56	Food and Beverage Services	56121
202326596G	6215314	NKS F&B PTE. LTD.	(2) 25-99	I56	Food and Beverage Services	56111
202326673D	6215508	ALTSCHOOL INTERNATIONAL PTE. LTD.	unknown	O84,P85	Public Administration and Education	85509
202326681N	6215514	PERFORM TO TRANSFORM PTE. LTD.	unknown	M72-75	Other Professional Services	74904
202326687Z	6215517	DING FENG TRADING (S) PTE. LTD.	(1) 10-24	I56	Food and Beverage Services	56111
202326742H	6215692	YUXI ENTERPRISE PTE. LTD.	unknown	S,T,U	Other Community, Social & Personal Services	95301
202326748N	6215694	KIER CONSTRUCTION PTE. LTD.	unknown	F41-43	Construction	41001
202326847W	6212939	SMK CONSTRUCTION PTE. LTD.	(1) 10-24	F41-43	Construction	41001
202326871K	6213095	AEGIS BUSINESS & IT SERVICES PTE. LTD.	unknown	M69-70	Legal, Accounting & Management Services	70201
202326915M	6213129	COFFEE BUDDYS PTE. LTD.	(0) E1	G47	Retail Trade	47219
202327099D	6213670	FISHING MART PTE. LTD.	unknown	G47	Retail Trade	47745
202327301E	6214221	YOUSHENG INTERNATIONAL TRADING PTE. LTD.	unknown	G46	Wholesale Trade	46649
202327354C	6214255	FPG AIM SIMS PTE. LTD.	unknown	K64 & 66 (excl. 662)	Financial Services	66192
202327390H	6214419	CAFEER 66 PTE. LTD.	(2) 25-99	I56	Food and Beverage Services	56122
202327466K	6214603	BAIA PTE. LTD.	unknown	I56	Food and Beverage Services	56111
202327487G	6214613	SIMPLY NOODLES HUB PTE. LTD.	unknown	I56	Food and Beverage Services	56122
202327543G	6214788	MERAS VENUS PTE. LTD.	unknown	M69-70	Legal, Accounting & Management Services	70209
202327617G	6214969	BEAUTY DIARY CONSULTING PTE. LTD.	unknown	G46	Wholesale Trade	46900
202327713W	6215175	STRONGER & STRONGER PTE. LTD.	unknown	R90-93	Arts, Entertainment and Recreation	93111
202327752W	6215342	BIBIMI GROUP PTE. LTD.	(1) 10-24	I56	Food and Beverage Services	56111
202327819W	6215384	EVOQUE MEDICAL AESTHETICS PTE. LTD.	unknown	Q86-88	Health and Social Services	86201
202327829K	6215531	EQUALENERGIE HOLDING PTE. LTD.	unknown	A,B,D,E,V	Others	35102
202327880H	6215565	ASAHI GLOBAL PROCUREMENT PTE. LTD.	(1) 10-24	K64 & 66 (excl. 662)	Financial Services	64202
202327896G	6212952	MRA ENGINEERING PTE. LTD.	unknown	F41-43	Construction	41001
202327917K	6212963	BUILDSOURCE PTE. LTD.	unknown	G46	Wholesale Trade	46639
202327940M	6212979	AMANDO DEVELOPMENT PTE. LTD.	unknown	F41-43	Construction	42101
202327955Z	6212992	MR DEEN PRATA HOUSE PTE. LTD.	unknown	G47	Retail Trade	47102
202327985W	6213159	ALNA FOOD PTE. LTD.	unknown	G46	Wholesale Trade	46900
202328012C	6213178	SECHERON SINGAPORE PTE. LTD.	unknown	Cothers	Other Manufacturing Industries	27104
202328015N	6213180	REAMNEXT SG PTE. LTD.	unknown	G46	Wholesale Trade	46900
202328024R	6213327	CH FITNESS PTE. LTD.	unknown	S,T,U	Other Community, Social & Personal Services	96099
202328121W	6213527	A GOOD LABEL PTE. LTD.	unknown	S,T,U	Other Community, Social & Personal Services	96021
202328176R	6213706	KONGSHI TECHNOLOGY PTE. LTD.	unknown	J62-63	IT & Other Information Services	62021
202328248N	6213896	STPL ENGINEERING PTE. LTD.	unknown	C17,18,22	Paper, Plastic Products & Printing	22216
202328256E	6213899	ARREBOL INDUSTRIAL PTE. LTD.	unknown	G46	Wholesale Trade	46900
202328436H	6214289	YA HU XI XI PTE. LTD.	(0) E1	J62-63	IT & Other Information Services	62011
202328481W	6214458	PUB DE ROYALE PTE. LTD.	unknown	R90-93	Arts, Entertainment and Recreation	93203
202328615C	6214668	DARTSMITH PTE. LTD.	unknown	G47	Retail Trade	47630
202328825D	6215209	TYCHE  SOLUTION PTE. LTD.	unknown	G47	Retail Trade	47721
202328830C	6215213	VERCEL CORPORATE SERVICES PTE. LTD.	unknown	M69-70	Legal, Accounting & Management Services	70201
202328965H	6215580	SKN ENGINEERING & CONSTRUCTION PTE. LTD.	unknown	F41-43	Construction	43210
202328997H	6215600	FOURGATHER PTE. LTD.	(1) 10-24	I56	Food and Beverage Services	96024
202329019N	6215612	NAN YANG DAO PTE. LTD.	(2) 25-99	I56	Food and Beverage Services	56111
202329095M	6212996	VIRTUE MEDICAL (SUNSET WAY) PTE. LTD.	unknown	Q86-88	Health and Social Services	86201
202329174K	6213193	GREEN OCEAN TECHNICAL SOLUTIONS PTE. LTD.	unknown	Cothers	Other Manufacturing Industries	32909
202329217C	6213217	MING STAINLESS STEEL PTE. LTD.	unknown	C25,28	Fabricated Metal Products & Machinery	25996
202329266N	6233209	LWR ADVERTISING PTE. LTD.	unknown	M72-75	Other Professional Services	73100
202329318G	6213562	DP SME ADVISORY PTE. LTD.	(1) 10-24	M69-70	Legal, Accounting & Management Services	96024
202329511Z	6215450	WARM UP CAFE 3 PTE. LTD.	(2) 25-99	I56	Food and Beverage Services	56130
202329834C	6233397	LUX GOURMET PTE. LTD.	(1) 10-24	I56	Food and Beverage Services	56111
202329913Z	6214726	XIANG YANG RESTAURANT PTE. LTD.	(1) 10-24	I56	Food and Beverage Services	56111
202329924D	6215244	WOODED HOUSE PTE. LTD.	(2) 25-99	I56	Food and Beverage Services	56111
202329932N	6215247	ALGORIMS PTE. LTD.	unknown	J62-63	IT & Other Information Services	62022
202330188W	6224590	SANGEET NRITTA SAMITI PTE. LTD.	unknown	O84,P85	Public Administration and Education	85409
202330194G	6224594	GEM PRO PTE. LTD.	unknown	G46	Wholesale Trade	46900
202330290W	6221793	AL BISMI FOOD CORNER PTE. LTD.	(2) 25-99	G47	Retail Trade	96024
202330301H	6233437	CASSIEL MARKETING & CONSULTING SERVICES PRIVATE LTD.	unknown	M69-70	Legal, Accounting & Management Services	70205
202330315E	6221953	LILI HOMECARE E-COMMERCE PTE. LTD.	unknown	N81	Cleaning and Landscaping	81212
202330325W	6221960	SONGBIRDS BAR & BISTRO PTE. LTD.	unknown	G47	Retail Trade	47219
202330469G	6222346	AAJ BUSINESS CONSULTING PTE. LTD.	unknown	M69-70	Legal, Accounting & Management Services	70201
202330509E	6222516	3-STARS ENGINEERING & TRADING PTE. LTD.	(2) 25-99	C25,28	Fabricated Metal Products & Machinery	28221
202330549R	6222541	MUGE PTE. LTD.	unknown	K64 & 66 (excl. 662)	Financial Services	64202
202330560D	6222548	GOLDTECH SOLUTIONS PTE. LTD.	unknown	N81	Cleaning and Landscaping	81211
202330602D	6222712	KORE SINGAPORE PTE. LTD.	unknown	J58-61	Telecommunications, Broadcasting & Publishing	61091
202330638G	6222735	DOLCE BEAUTY PTE. LTD.	unknown	S,T,U	Other Community, Social & Personal Services	96029
202330670K	6222906	KINGS PALAZZO PTE. LTD.	(2) 25-99	R90-93	Arts, Entertainment and Recreation	93203
202330675E	6222911	ZHONGKE HEALTH INTERNATIONAL (SINGAPORE) PTE. LTD.	unknown	G46	Wholesale Trade	46462
202330737K	6223088	SINGJOY LK CO. PTE. LTD.	unknown	S,T,U	Other Community, Social & Personal Services	96099
202330803D	6223122	SINGAUTO PTE. LTD.	unknown	G46	Wholesale Trade	46563
202330849Z	6233474	HANS HIGH-TECH SINGAPORE PTE. LTD.	unknown	G46	Wholesale Trade	46900
202330873M	6223304	NOVALINK PTE. LTD.	unknown	J62-63	IT & Other Information Services	62090
202330943H	6223488	ONE TASTE PTE. LTD.	unknown	I56	Food and Beverage Services	56122
202330946C	6223490	LOTUS AVK ENGINEERING PTE. LTD.	(1) 10-24	F41-43	Construction	41001
202330992C	6223659	BIB ROBOTICS PTE. LTD.	unknown	G46	Wholesale Trade	46900
202331073M	6223854	DODO TRAVEL PTE. LTD.	unknown	N79	Travel & Tour Agencies	79101
202331078G	6223858	ALGO VENTURE PRIVATE LIMITED	unknown	J62-63	IT & Other Information Services	63203
202331109D	6223884	QUICKMOVE PTE. LTD.	unknown	Hothers	Other Transport & Storage Services	53200
202331176Z	6224065	YOYO MSNEW PTE. LTD.	unknown	G47	Retail Trade	47711
202331229D	6224243	ZINCO PTE. LTD.	unknown	F41-43	Construction	41001
202331239R	6224248	THE MINISTRY AGENCY PTE. LTD.	(1) 10-24	M72-75	Other Professional Services	73100
202331262W	6224263	A5 CLEANING SERVICES PTE. LTD.	(1) 10-24	N81	Cleaning and Landscaping	81212
202331280C	6224420	HAO HUA TRAVEL PTE. LTD.	unknown	N79	Travel & Tour Agencies	79102
202331305H	6224434	123 EASY EMPLOYMENT PTE. LTD.	unknown	N78	Employment Activities	78103
202331312H	6224441	YFS LOGISTICKZ PTE. LTD.	unknown	Hothers	Other Transport & Storage Services	52291
202331320Z	6224445	YUME X CO PTE. LTD.	unknown	G47	Retail Trade	47213
202331339K	6224603	MAC CONSTRUCTION PTE. LTD.	unknown	F41-43	Construction	43301
202331353K	6224614	HUA SHUANG KITCHEN MANAGEMENT PTE. LTD.	unknown	C10-12	Food, Beverages & Tobacco	10799
202331524M	6222010	ZYGOS MARINE TECHNOLOGIES PTE. LTD.	unknown	G46	Wholesale Trade	46551
202331632W	6222221	PAEDIATRIC & GASTROENTEROLOGY CLINIC PTE. LTD.	unknown	Q86-88	Health and Social Services	86203
202331636C	6222367	WOODFIRE CONSULTANCY PTE. LTD.	unknown	M69-70	Legal, Accounting & Management Services	70201
202331641Z	6222372	REN XIN TANG PTE. LTD.	(1) 10-24	Q86-88	Health and Social Services	86202
202331784W	6222597	GOODWHALE PTE. LTD.	unknown	J62-63	IT & Other Information Services	62090
202331821D	6222756	SON&BEAR PTE. LTD.	(1) 10-24	G47	Retail Trade	47531
202332000G	6223160	ST CORPORATE ADVISORY PTE. LTD.	unknown	M69-70	Legal, Accounting & Management Services	70201
202332112R	6223517	METRIC MATERIALS ANALYSIS PTE. LTD.	unknown	F41-43	Construction	43909
202332225R	6223724	EQUITECH COLLECTIVE LIMITED	unknown	J62-63	IT & Other Information Services	62090
202332245C	6223736	DEEPCOOL PTE. LTD.	unknown	G46	Wholesale Trade	46511
202332255N	6223743	M.CONNECT (KALLANG) PTE. LTD.	(1) 10-24	I56	Food and Beverage Services	56122
202332261D	6223893	GX CONSTRUCTION PRIVATE LIMITED	(2) 25-99	F41-43	Construction	41001
202332268Z	6223898	GRACE & AONG THAI CUISINE PTE. LTD.	unknown	I56	Food and Beverage Services	56111
202332300K	6223914	TSH MANAGEMENT SERVICES PTE. LTD.	(2) 25-99	M69-70	Legal, Accounting & Management Services	70201
202332429H	6224280	NOBLE AFFAIRS PTE. LTD.	unknown	N82	Office Administrative and Business Support	82303
202332441G	6224292	SPY STAR PTE. LTD.	unknown	G46	Wholesale Trade	46900
202332605H	6224691	AJIMORI PTE. LTD.	unknown	I56	Food and Beverage Services	56111
202332616M	6221847	711 TCM PTE. LTD.	unknown	Q86-88	Health and Social Services	86202
202332710C	6222043	T & L CONTRACT SERVICES PTE. LTD.	unknown	F41-43	Construction	43301
202332845H	6222259	SANREN GROUP PTE. LTD.	(1) 10-24	I56	Food and Beverage Services	96022
202332892Z	6233341	MOC RESTAURANTS PTE. LTD.	(1) 10-24	I56	Food and Beverage Services	56111
202332921N	6222447	PAR SHAH SG M&E CONTRACTOR PTE. LTD.	(1) 10-24	F41-43	Construction	41001
202333039Z	6222803	YUMMY FOOD SUPPLIE PTE. LTD.	(1) 10-24	I56	Food and Beverage Services	56122
202333132W	6223004	KING SHING HENG ENTERPRISE PTE. LTD.	unknown	M69-70	Legal, Accounting & Management Services	70201
202333237G	6223208	ALLY SERVICES (SG) PTE. LTD.	(3) 100-249	C29-30	Transport Equipment	30110
202333320M	6223407	MISTER BBQ HOLDING PTE. LTD.	(1) 10-24	C10-12	Food, Beverages & Tobacco	10799
202333334H	6223414	CF KALLANG PTE. LTD.	(2) 25-99	I56	Food and Beverage Services	96029
202333370R	6223582	KARVA TRAVEL GROUP PTE. LTD.	unknown	N79	Travel & Tour Agencies	79101
202333415H	6223752	CONTRACK EXCHANGE PTE. LTD.	unknown	J62-63	IT & Other Information Services	62011
202333497M	6223946	MERITS SHINE PTE. LTD.	unknown	O84,P85	Public Administration and Education	85409
202333666M	6192438	CONCEPT & SWIFT PTE. LTD.	(2) 25-99	Hothers	Other Transport & Storage Services	94999
202333727G	6233589	ZHENGTIAN TECHNOLOGIES PTE. LTD.	unknown	G46	Wholesale Trade	46900
202333731N	6224529	PELAGUS 3D PTE. LTD.	(1) 10-24	J62-63	IT & Other Information Services	63201
202333869N	6221721	BEAUTY QUEENS STUDIO PTE. LTD.	unknown	S,T,U	Other Community, Social & Personal Services	96022
202333931D	6221910	KAJET PTE. LTD.	unknown	J62-63	IT & Other Information Services	62021
202334044N	6222310	THE FIFTH ESTATE PTE. LTD.	unknown	M69-70	Legal, Accounting & Management Services	70205
202334095H	6222475	LI SHUN DE PTE. LTD.	(2) 25-99	I56	Food and Beverage Services	56111
202334264H	6222863	LAVAVELLA & CO. PTE. LTD.	unknown	G46	Wholesale Trade	46439
202334351W	6223058	BURHANI HOLDINGS PTE. LTD.	unknown	G47	Retail Trade	47213
202334404C	6223229	UC SERVICES PTE. LTD.	(0) E1	N81	Cleaning and Landscaping	81211
202334423R	6223244	GUSTO COLLECTIVE GAMING PTE. LTD.	unknown	M69-70	Legal, Accounting & Management Services	70209
202334546H	6223449	36 COFFEE AND BEVERAGE PTE. LTD.	unknown	I56	Food and Beverage Services	56122
202334661N	6223796	INNERSENSE SIGNATURE GROUP HOLDING PTE. LTD.	unknown	S,T,U	Other Community, Social & Personal Services	96023
202334686N	6223812	GC MARKETING PRIVATE LIMITED	unknown	I56	Food and Beverage Services	56122
202334699Z	6223822	ANCHOR HEALTH PTE. LTD.	unknown	Q86-88	Health and Social Services	86201
202334858G	6224188	REVOLVE GROUP PRIVATE LIMITED	(2) 25-99	N81	Cleaning and Landscaping	81211
202335069K	6222120	FOOD VILLA PTE. LTD.	(1) 10-24	I56	Food and Beverage Services	93120
202335084C	6222128	YUAN QI TANG PTE. LTD.	(2) 25-99	Q86-88	Health and Social Services	86202
202335288N	6218773	WHITBY WOOD MILLS PTE. LTD.	unknown	M71	Architectural & Engineering Services	71121
202335321R	6233709	PENGUIN SECURITIES TRADING PTE. LTD.	unknown	K64 & 66 (excl. 662)	Financial Services	64999
202335331H	6218936	YAN SANG TANG TCM PTE. LTD.	unknown	S,T,U	Other Community, Social & Personal Services	96029
202335389Z	6218961	SPACIO TCM CLINIC PTE. LTD.	(2) 25-99	Q86-88	Health and Social Services	86202
202335463D	6219152	BROCOLEE PTE. LTD.	(1) 10-24	I56	Food and Beverage Services	56111
202335527K	6233733	JJJM ACC PTE. LTD.	unknown	G47	Retail Trade	47732
202335577N	6219508	HCN CONTRACTS PTE. LTD.	unknown	F41-43	Construction	41001
202335646Z	6219541	SUNFLOWER PRESCHOOL @ SIMEI PTE. LTD.	(1) 10-24	Q86-88	Health and Social Services	88911
202335823K	6219930	V MEDICAL AESTHETICS (TOA PAYOH) PTE. LTD.	unknown	Q86-88	Health and Social Services	86201
202335847Z	6220089	GRILLMASTER LIFESTYLE PTE. LTD.	unknown	G47	Retail Trade	47539
202335902H	6220118	NEW LIFE PRESCHOOL SERVICES LTD.	(3) 100-249	Q86-88	Health and Social Services	88911
202336034N	6233781	YAXI SG PTE. LTD.	unknown	G46	Wholesale Trade	46900
202336095C	6220520	OPEN SESAME TREASURE OF HEALTH CAFE PTE. LTD.	unknown	C10-12	Food, Beverages & Tobacco	10712
202336098N	6220523	MRM DEVELOPMENT PTE. LTD.	(1) 10-24	H49,5221	Land Transport & Supporting Services	41009
202336266D	6220897	YYC ASSURANCE PAC	unknown	M69-70	Legal, Accounting & Management Services	69201
202336289C	6220911	JO BROWN COACHING AND CONSULTING PTE. LTD.	unknown	O84,P85	Public Administration and Education	85409
202336502G	6221476	OCEAN GLOBAL LOGISTICS (S) PTE. LTD.	unknown	H50,5222,5225	Water Transport & Supporting Services	52222
202336533R	6221491	TASTE JUNCTION MANAGEMENT PTE. LTD.	unknown	I56	Food and Beverage Services	56111
202336554M	6221501	YUMMY FOODS SUPPLU PTE. LTD.	(2) 25-99	I56	Food and Beverage Services	56140
202336594D	6221669	AETZOULS INTERACTIVE PTE. LTD.	unknown	J62-63	IT & Other Information Services	62012
202336602C	6221673	FOODIE FUSION PTE. LTD.	(2) 25-99	I56	Food and Beverage Services	93120
202336790H	6218974	STERIS TOMOE SINGAPORE PTE. LTD.	(0) E1	S,T,U	Other Community, Social & Personal Services	96099
202336798R	6218980	ZFR PTE. LTD.	(0) E1	G46	Wholesale Trade	46900
202336801Z	6218982	ACCESS PLUS PTE. LTD.	(2) 25-99	F41-43	Construction	43905
202336831W	6218999	M CHAIN STORES PTE. LTD.	(1) 10-24	G47	Retail Trade	47220
202336850M	6219009	SATAY SWEE (PTE. LTD.)	unknown	I56	Food and Beverage Services	56111
202336874C	6219169	SUNRITA PTE. LTD.	(2) 25-99	H49,5221	Land Transport & Supporting Services	49231
202337008R	6219385	SEASONS GLAMOUR EVENT SUPPLY PTE. LTD.	unknown	G47	Retail Trade	47749
202337016G	6233893	SO DO FUN PTE. LTD.	(2) 25-99	I56	Food and Beverage Services	56111
202337049W	6219553	D LEE ENDOCRINE PRACTICE PTE. LTD.	unknown	Q86-88	Health and Social Services	86203
202337074C	6219569	J BROTHERS ENGINEERING PTE. LTD.	unknown	F41-43	Construction	43301
202337100D	6219581	TWOCLEANGUYS PRIVATE LTD.	unknown	N81	Cleaning and Landscaping	81211
202337310E	6219984	BLACKNANO DETAILING PTE. LTD.	unknown	S,T,U	Other Community, Social & Personal Services	95302
202337383G	6220336	PARTYY PTE. LTD.	unknown	R90-93	Arts, Entertainment and Recreation	93203
202337386Z	6220337	KADENCE BALLET ACADEMY PTE. LTD.	(1) 10-24	O84,P85	Public Administration and Education	85408
202337396M	6220344	EGGS897 PTE. LTD.	unknown	G46	Wholesale Trade	46900
202337572M	6220580	SUN GARDEN PTE. LTD.	(0) E1	I56	Food and Beverage Services	56111
202337584G	6220737	OUT OF THE BOX ACADEMY (LORONG AH SOO) PTE. LTD.	unknown	Q86-88	Health and Social Services	88912
202337619G	6220759	HEALTHLAB PTE. LTD.	unknown	O84,P85	Public Administration and Education	85402
202337660M	6220926	KOJI ENGINEERING PTE. LTD.	unknown	F41-43	Construction	41001
202337705E	6220949	CSL ENVIRONMENTAL SERVICES PTE. LTD.	(2) 25-99	N81	Cleaning and Landscaping	81211
202337713R	6220953	ORATIVE TECHNOLOGIES PTE. LTD.	unknown	J62-63	IT & Other Information Services	62011
202337734M	6220966	TEOCHEW CITY (SG) PTE. LTD.	(2) 25-99	I56	Food and Beverage Services	56111
202337798M	6233924	THE REFLECTION STUDIO PTE. LTD.	unknown	Cothers	Other Manufacturing Industries	31001
202337986G	6221539	SONG NI HUA FLORAL PTE. LTD.	unknown	G47	Retail Trade	47743
202338046C	6233948	ATITHI RESTAURANT PTE. LTD.	(0) E1	I56	Food and Beverage Services	56111
202338140K	6219027	DYNAMIC STORES PTE. LTD.	unknown	G47	Retail Trade	47102
202338220Z	6219224	ISLAND VIEW SHIP MANAGEMENT PTE. LTD.	(0) E1	H50,5222,5225	Water Transport & Supporting Services	52226
202338241R	6219235	PIN X CLIP PTE. LTD.	unknown	G47	Retail Trade	47742
202338247C	6219238	COOL STREAM SERVICE PTE. LTD.	unknown	M69-70	Legal, Accounting & Management Services	70209
202338291Z	6219409	WEE DIGITAL SERVICES PTE. LTD.	(0) E1	Hothers	Other Transport & Storage Services	52292
202338303C	6219416	SANTE WELLNESS TCM CLINICS PTE. LTD.	(2) 25-99	Q86-88	Health and Social Services	86202
202338340Z	6219440	BONWORL PTE. LTD.	unknown	G46	Wholesale Trade	46523
202338356W	6219600	MNZ GLOBAL PTE. LTD.	unknown	G46	Wholesale Trade	46900
202338410R	6219627	COTTI SGP PTE. LTD.	unknown	G46	Wholesale Trade	46900
202338440N	6219795	GOLDEN UNITY AUNG KYAW KYAR SERVICES PTE. LTD.	(1) 10-24	N81	Cleaning and Landscaping	81211
202338468G	6219808	HAVEEN TRADING PTE. LTD.	unknown	G46	Wholesale Trade	46900
202338558H	6220000	SANDS BOSUM BUSINESS PTE. LTD.	unknown	O84,P85	Public Administration and Education	85405
202338583M	6220018	BMP FOOD CONCEPT PTE. LTD.	(1) 10-24	I56	Food and Beverage Services	56111
202338598Z	6220025	FRANCOIS MARINE SERVICES (SINGAPORE) PTE. LTD.	(2) 25-99	G46	Wholesale Trade	46661
202338611R	6220185	KHIARDS PTE. LTD.	unknown	G47	Retail Trade	47731
202338676G	6234101	SYNERGY GLOBAL SOLUTIONS PTE. LTD.	unknown	G46	Wholesale Trade	46900
202338736K	6220397	ASK JOSEPH MANPOWER PTE. LTD.	unknown	N78	Employment Activities	78103
202338858M	6220608	KC FOODS & BEVERAGES PTE. LTD.	unknown	I56	Food and Beverage Services	56111
202338974H	6220809	KING'BRIYANI&BBQ RESTAURANT PTE. LTD.	unknown	I56	Food and Beverage Services	56111
202338982Z	6220814	TIONG ENG ASIA PTE. LTD.	unknown	F41-43	Construction	41001
202339075E	6220997	SK ROLEX PTE. LTD.	unknown	G46	Wholesale Trade	46900
202339086H	6221004	S+OH GOOD PTE. LTD.	unknown	I56	Food and Beverage Services	56111
202339102W	6221162	BFF BEAUTY & WELLNESS PTE. LTD.	(2) 25-99	S,T,U	Other Community, Social & Personal Services	96022
202339194N	6221207	BOON STEEL WORK PTE. LTD.	unknown	C25,28	Fabricated Metal Products & Machinery	25996
